song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream,year
Kaalai Kaalai Moorutu Kaalai,S. P. Balasubrahmanyam|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja-2,04:09,Tamil,08-08-2004,0.2,0.342,0.522,0.484,-13.608,0.016,184.978,1,1,0.064,4,97,7158401,2004
Mayakkamaa Kalakkama,P.B. Sreenivas,/artist/pb-sreenivas,02:04,Tamil,04-01-2004,0.42,0.45,0.691,0.54,-7.188,0.0434,138.809,1,10,0.01,4,100,3239272,2004
Anbe Vaa,T.M. Soundararajan,/artist/tm-soundararajan,04:02,Tamil,10-04-2006,0.52,0.284,0.633,0.121,-3.665,0.084,136.108,0,1,0.0,4,80,3406224,2006
Ninaivo Oru,S. Janaki|Kamal Haasan,/artist/s-janaki|/artist/kamal-haasan,04:46,Tamil,07-03-2003,0.39,0.73,0.754,0.61,-6.942,0.0906,200.024,0,0,0.0261,4,76,8824820,2003
Kannirendum Minna Minna,L.R. Eswari|P.B. Sreenivas,/artist/lr-eswari-2|/artist/pb-sreenivas,03:36,Tamil,03-07-2006,0.93,0.307,0.116,0.713,-3.608,0.015,158.962,1,1,0.0668,4,30,5332095,2006
Vizhiyele Malarndadhu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:23,Tamil,06-12-2008,0.14,0.62,0.179,0.98,-7.083,0.05,142.04,1,1,0.0297,4,64,8329625,2008
Thayillamal Nanillai,T.M. Soundararajan,/artist/tm-soundararajan,03:03,Tamil,08-07-2009,0.98,0.855,0.588,0.509,-4.504,0.06,174.006,1,8,0.07,4,79,11225514,2009
Adi Pennae,Jency Anthony,/artist/jency-anthony,04:29,Tamil,10-03-2002,0.16,0.19,0.869,0.95,-10.381,0.0521,174.528,1,0,0.0675,4,65,5890796,2002
Mounamana Neram,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:28,Tamil,06-04-2024,0.6,0.338,0.779,0.26,-10.918,0.099,162.064,1,10,0.029,4,88,10471040,2024
Unga Ponnaana Kaigal,P.B. Sreenivas,/artist/pb-sreenivas,03:26,Tamil,03-01-2009,0.17,0.01,0.114,0.96,-9.387,0.029,156.004,0,1,0.012,4,29,9982027,2009
Ponnoviyam,S. Janaki|Ilaiyaraaja,/artist/s-janaki|/artist/iiaiyaraaja,04:09,Tamil,08-05-2005,0.45,0.909,0.686,0.158,-3.982,0.0993,135.012,0,10,0.0446,4,41,9060435,2005
Malarendra Mugamondru,L.R. Eswari|M.S. Raju,/artist/lr-eswari-2|/artist/ms-raju-8,03:28,Tamil,12-03-2020,0.41,0.37,0.08,0.96,-10.739,0.0997,154.894,0,1,0.04,4,100,3635488,2020
Andru Vanthathum,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,04:15,Tamil,01-04-2006,0.82,0.885,0.588,0.834,-9.866,0.0996,164.932,1,2,0.09,4,95,8905091,2006
Paarttha Gnaabagam (Happy),P. Susheela,/artist/p-suseela-2,04:12,Tamil,12-07-2002,0.17,0.05,0.382,0.39,-8.044,0.043,161.972,0,11,0.0355,4,76,9532471,2002
Oho Endhan Baby,S. Janaki|A. M. Rajah,/artist/s-janaki|/artist/a-m-rajah-1,03:56,Tamil,02-03-2002,0.7,0.43,0.04,0.296,-5.365,0.017,177.964,1,10,0.0157,4,33,2430474,2002
Mayakkamenna,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:34,Tamil,08-03-2006,0.69,0.467,0.314,0.866,-12.148,0.04,168.01,1,1,0.038,4,80,6880356,2006
Anbulla Maan Vizhiye,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:36,Tamil,07-09-2002,0.95,0.69,0.41,0.55,-5.221,0.09,154.831,0,6,0.08,4,87,3862773,2002
Vasantham Paadi Vara (S. Janaki),S. Janaki,/artist/s-janaki,04:47,Tamil,11-11-2005,0.45,0.65,0.06,0.69,-10.26,0.009,192.008,1,1,0.06,4,25,5680170,2005
Vedam Anuvilum,S. P. Balasubrahmanyam|S. P. Sailaja,/artist/s-p-balasubrahamanyam|/artist/s-p-sailaja-2,05:17,Tamil,03-11-2023,0.05,0.511,0.83,0.142,-9.175,0.041,199.93,1,1,0.043,4,77,7120931,2023
Indha Mandrathil Odi Vidum - Pathos,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,03:01,Tamil,04-09-2009,0.02,0.94,0.046,0.8,-11.554,0.085,169.919,1,1,0.0776,4,98,10183295,2009
Hey Thanni,S. Janaki|Ilaiyaraaja,/artist/s-janaki|/artist/iiaiyaraaja,04:05,Tamil,04-08-2008,0.15,0.447,0.097,0.995,-11.124,0.0175,200.084,0,6,0.048,4,75,2629797,2008
Mudhal Mudhalaaga,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:22,Tamil,01-08-2021,0.98,0.93,0.585,0.71,-8.942,0.014,144.008,1,0,0.0674,4,87,10310262,2021
Oru Raja Raaniyidam,P Suhseela|T M S Selvakumar,/artist/p-suhseela|/artist/t-m-s-selvakumar,06:14,Tamil,11-05-2021,0.41,0.528,0.557,0.647,-4.552,0.01,140.078,0,6,0.076,4,56,757082,2021
Kaatru Vanthaal,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,03:34,Tamil,03-01-2002,0.92,0.3,0.1,0.93,-9.266,0.0438,163.998,0,9,0.05,4,59,7445880,2002
Ponmagal Vanthaal,T.M. Soundararajan,/artist/tm-soundararajan,03:53,Tamil,10-03-2021,0.42,0.97,0.68,0.84,-5.052,0.0265,119.98,1,1,0.09,4,63,4073940,2021
Kaaverikkarai (Ponnula Ponnula),S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:22,Tamil,03-10-2001,0.98,0.848,0.299,0.43,-2.261,0.07,190.056,1,6,0.021,4,92,3983920,2001
Iravinil Aattam,T.M. Soundararajan,/artist/tm-soundararajan,03:42,Tamil,05-05-2004,0.17,0.15,0.728,0.75,-7.838,0.0093,168.177,1,7,0.0815,4,46,10298818,2004
Malanimele,T.M. Soundararajan,/artist/tm-soundararajan,03:07,Tamil,05-03-2024,0.18,0.707,0.168,0.384,-12.204,0.045,110.486,1,1,0.081,4,97,726722,2024
Naan Manthoppil,L.R. Eswari|T.M. Soundararajan,/artist/lr-eswari-2|/artist/tm-soundararajan,06:32,Tamil,12-11-2005,0.48,0.29,0.953,0.33,-11.859,0.08,130.092,0,10,0.0942,4,63,7674878,2005
Satti Suttathada,T.M. Soundararajan,/artist/tm-soundararajan,04:34,Tamil,05-02-2003,0.35,0.22,0.02,0.75,-4.479,0.074,183.23,1,9,0.0585,4,65,7219178,2003
Pesuvathu Kiliya,T.M. Soundararajan|S. Janaki,/artist/tm-soundararajan|/artist/s-janaki,04:04,Tamil,07-12-2001,0.52,0.757,0.896,0.936,-5.323,0.037,180.026,0,10,0.039,4,82,4218863,2001
Kanmaniyae Kadhal Enbathu,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:22,Tamil,08-08-2023,0.01,0.35,0.04,0.69,-2.172,0.0902,131.964,0,4,0.03,4,97,3964093,2023
Yaathum Oorey,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,06:39,Tamil,11-10-2022,0.35,0.97,0.612,0.38,-11.754,0.01,145.093,1,1,0.02,4,26,6648582,2022
Thaalaattu Naan Poranthen,Malaysia Vasudevan,/artist/malaysia-vasudevan,04:07,Tamil,07-02-2008,0.65,0.346,0.341,0.21,-4.737,0.02,205.895,1,1,0.03,4,84,6952914,2008
Paalirukkum Pazhmirukkum,P.B. Sreenivas|P Suhseela,/artist/pb-sreenivas|/artist/p-suhseela,03:26,Tamil,05-09-2008,0.77,0.34,0.334,0.8,-5.133,0.1,170.039,0,5,0.031,4,97,3602768,2008
Thaamarai Kannangal,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,04:08,Tamil,04-04-2007,0.04,0.4,0.4,0.06,-9.165,0.07,133.014,1,2,0.019,4,93,11034481,2007
Kinnathil Then Vaditthu,S. Janaki|K J Yesudas,/artist/s-janaki|/artist/k-j-yesudas,03:57,Tamil,07-05-2007,0.6,0.5,0.045,0.8,-12.45,0.007,179.912,0,10,0.0978,4,46,10037119,2007
Adada Maamarakiliye,S. Janaki,/artist/s-janaki,04:12,Tamil,10-03-2005,0.15,0.775,0.081,0.871,-4.999,0.022,147.904,1,1,0.058,4,35,526979,2005
Dhoorathili Naan Kanda,S. Janaki,/artist/s-janaki,05:04,Tamil,11-10-2007,0.55,0.86,0.254,0.32,-3.606,0.079,169.973,0,5,0.001,4,66,7404810,2007
Paattu Paadava,A. M. Rajah,/artist/a-m-rajah-1,03:33,Tamil,07-02-2007,0.36,0.3,0.26,0.77,-2.876,0.0106,109.995,0,0,0.0426,4,33,532906,2007
Engengosellum,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:03,Tamil,10-10-2004,0.93,0.774,0.304,0.993,-10.267,0.042,167.871,1,0,0.0377,4,77,6596760,2004
Adi Raakkaayee,S. Janaki,/artist/s-janaki,04:15,Tamil,08-11-2004,0.26,0.95,0.054,0.97,-4.535,0.04,205.092,0,6,0.05,4,30,2368704,2004
Malargalaipol,T.M. Soundararajan,/artist/tm-soundararajan,04:56,Tamil,12-06-2006,0.46,0.675,0.199,0.222,-3.171,0.0036,199.892,0,1,0.06,4,65,1325417,2006
Thanga Padhakkathin Mele,P. Susheela|T.M. Soundararajan,/artist/p-suseela-2|/artist/tm-soundararajan,04:18,Tamil,04-01-2003,0.48,0.36,0.22,0.9,-4.837,0.0895,188.115,1,0,0.01,4,52,3448156,2003
Love Birds,P. Susheela,/artist/p-suseela-2,03:38,Tamil,04-05-2004,0.5,0.688,0.543,0.759,-7.835,0.021,194.908,1,1,0.03,4,35,4948113,2004
Buddan Yesu,T.M. Soundararajan,/artist/tm-soundararajan,03:22,Tamil,07-06-2005,0.28,0.72,0.227,0.06,-8.504,0.094,130.022,1,7,0.0,4,34,72962,2005
Neeym Bommai,K J Yesudas,/artist/k-j-yesudas,03:56,Tamil,05-10-2001,0.21,0.508,0.811,0.602,-10.206,0.0804,143.999,1,8,0.034,4,72,7836283,2001
Un Azhagukku,Shankar Mahadevan|Sujatha Mohan,/artist/shankar-mahadevan|/artist/sujatha,02:58,Tamil,05-12-2020,0.41,0.764,0.002,0.247,-13.358,0.03,159.98,1,6,0.053,4,51,7953939,2020
Ponaal Pogattum,T.M. Soundararajan,/artist/tm-soundararajan,05:43,Tamil,04-03-2004,0.99,0.228,0.998,0.839,-13.12,0.0,129.512,0,7,0.0693,4,33,4907571,2004
Iyarkai Ennum,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,03:36,Tamil,06-10-2002,0.77,0.021,0.713,0.683,-6.716,0.073,107.063,0,10,0.0,4,40,9589894,2002
Manmathan,Jolly Abraham,/artist/jolly-abraham,04:14,Tamil,11-11-2001,0.18,0.514,0.346,0.592,-12.564,0.008,203.998,1,5,0.0179,4,64,5358407,2001
Guruvayoorappa,Sirkazhi Govindarajan,/artist/sirkazhi-govindarajan,03:34,Tamil,01-08-2003,0.5,0.13,0.655,0.15,-5.747,0.02,187.985,0,4,0.02,4,58,7193976,2003
Noolumillai,T.M. Soundararajan,/artist/tm-soundararajan,05:27,Tamil,05-06-2003,0.65,0.07,0.268,0.02,-13.354,0.0693,154.904,0,11,0.087,4,87,9049668,2003
Thangangale Thambigale,Malaysia Vasudevan,/artist/malaysia-vasudevan,04:02,Tamil,11-07-2003,0.83,0.559,0.336,0.107,-13.964,0.03,184.046,0,0,0.0103,4,33,7473395,2003
Thangatthil Mugamedutthu,Vani Jairam|K J Yesudas,/artist/vani-jayaram|/artist/k-j-yesudas,03:15,Tamil,12-01-2020,0.24,0.05,0.469,0.08,-10.557,0.09,193.206,0,2,0.044,4,66,2853178,2020
Atho Vaaraandi,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:37,Tamil,03-03-2003,0.16,0.58,0.753,0.39,-4.469,0.0242,178.462,1,0,0.03,4,93,10849207,2003
Lilly Malarukku,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,05:24,Tamil,03-03-2005,0.55,0.657,0.649,0.824,-3.035,0.0872,179.921,1,2,0.041,4,68,874341,2005
Naan Yaar Theriyuma,T.M. Soundararajan,/artist/tm-soundararajan,03:57,Tamil,09-11-2020,0.91,0.96,0.003,0.05,-9.763,0.03,199.85,1,6,0.0386,4,86,5585400,2020
Dhil Dhil Dhil Manadhil Dhal Dhal,S. P. Balasubrahmanyam|P. Susheela,/artist/s-p-balasubrahamanyam|/artist/p-suseela-2,04:41,Tamil,11-03-2022,0.91,0.2,0.892,0.55,-7.847,0.09,164.998,0,10,0.0446,4,25,5123769,2022
Kadavul Vaazhum,P. Jayachandran,/artist/p-jayachandran-1,05:00,Tamil,05-02-2009,0.98,0.764,0.023,0.212,-5.646,0.0177,150.136,1,0,0.05,4,34,1556547,2009
Pudhiya Padhai (Full Length Audio Cinema) Part-1,S. P. Balasubrahmanyam|Others,/artist/s-p-balasubrahamanyam|/artist/others,01:09:52,Tamil,07-02-2009,0.92,0.79,0.195,0.83,-6.228,0.04,159.801,1,1,0.0412,4,58,8657291,2009
Thirumaalin Thirumaarbil,Vani Jairam|K J Yesudas,/artist/vani-jayaram|/artist/k-j-yesudas,04:58,Tamil,12-05-2008,0.72,0.301,0.904,0.162,-4.357,0.0188,190.06,1,8,0.04,4,70,10520288,2008
Thakita Thadhimi,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:09,Tamil,08-01-2023,0.96,0.75,0.034,0.11,-2.083,0.0223,179.014,1,1,0.056,4,77,7527073,2023
Sangathil Padaatha,Ilaiyaraaja|S. Janaki,/artist/iiaiyaraaja|/artist/s-janaki,04:18,Tamil,05-02-2002,0.97,0.95,0.36,0.197,-6.565,0.078,111.044,1,0,0.01,4,53,3053470,2002
Poo Malayil,P Suhseela|T M S Selvakumar,/artist/p-suhseela|/artist/t-m-s-selvakumar,03:44,Tamil,09-06-2005,0.38,0.475,0.674,0.109,-9.571,0.1,125.232,1,11,0.03,4,75,7722739,2005
Vaasi Vaasi Endru And Ondranavan,K.B. Sundarambal|Sivaji Ganesan|K.R. Vijaya,/artist/kb-sundarambal|/artist/sivaji-ganesan|/artist/kr-vijaya,04:05,Tamil,08-05-2006,0.91,0.08,0.115,0.42,-4.414,0.045,127.085,1,1,0.097,4,71,6526508,2006
Nalla Perai,T.M. Soundararajan|L.R. Anjali|S.N. Shobha,/artist/tm-soundararajan|/artist/lr-anjali|/artist/sn-shobha-5,04:04,Tamil,12-12-2004,0.33,0.83,0.619,0.24,-13.65,0.0749,149.016,1,1,0.087,4,50,9792358,2004
Kattiloru Singakkuttiyam,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:12,Tamil,12-01-2020,0.85,0.902,0.638,0.24,-11.919,0.09,167.963,1,5,0.09,4,91,9817103,2020
Valarntha Kalai,P.B. Sreenivas|P. Susheela,/artist/pb-sreenivas|/artist/p-suseela-2,03:41,Tamil,08-10-2007,0.6,0.02,0.156,0.945,-12.553,0.03,172.094,1,1,0.03,4,34,744507,2007
Chella Kiligalam Palliyile,T.M. Soundararajan,/artist/tm-soundararajan,03:29,Tamil,05-09-2006,0.39,0.365,0.882,0.857,-10.822,0.0178,155.056,1,8,0.05,4,42,8865798,2006
Naan Ungal Veettu Pillai,T.M. Soundararajan,/artist/tm-soundararajan,03:36,Tamil,10-10-2023,0.4,0.39,0.172,0.07,-6.6,0.05,104.98,1,8,0.0554,4,31,2557151,2023
En Vaanilay,Jency,/artist/jency,04:47,Tamil,05-10-2022,0.4,0.432,0.85,0.915,-8.139,0.033,139.994,1,1,0.01,4,38,7912957,2022
Aval Paranthu Ponale,T.M. Soundararajan|P.B. Sreenivas,/artist/tm-soundararajan|/artist/pb-sreenivas,05:03,Tamil,12-03-2003,0.69,0.49,0.436,0.38,-8.014,0.04,159.986,1,1,0.02,4,69,8820854,2003
Akkarai Seemai,K J Yesudas,/artist/k-j-yesudas,04:30,Tamil,06-05-2008,0.52,0.398,0.005,0.264,-4.503,0.067,170.427,0,11,0.042,4,48,3926450,2008
Aadaatha Manamum,A. M. Rajah|P. Susheela,/artist/a-m-rajah-1|/artist/p-suseela-2,03:35,Tamil,01-12-2005,0.01,0.65,0.422,0.9,-5.891,0.0602,141.796,0,9,0.0588,4,54,5843469,2005
Nethu raathiri yamma,S. P. Balasubrahmanyam|S. Janaki,/artist/s-p-balasubrahamanyam|/artist/s-janaki,04:31,Tamil,11-04-2006,0.2,0.83,0.713,0.61,-13.12,0.069,139.973,0,6,0.03,4,95,481107,2006
Neerodum Vaigaiyile,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,04:37,Tamil,09-11-2000,0.83,0.628,0.406,0.735,-4.821,0.089,125.011,0,10,0.07,4,30,8953363,2000
Mouname Paarvaiyaal,P.B. Sreenivas|P Suhseela,/artist/pb-sreenivas|/artist/p-suhseela,03:32,Tamil,12-10-2008,0.59,0.17,0.455,0.79,-4.146,0.06,124.983,1,1,0.0898,4,86,2393531,2008
Vazhve Maayam Intha Vazhve,K J Yesudas,/artist/k-j-yesudas,04:32,Tamil,03-07-2007,0.29,0.955,0.818,0.534,-12.824,0.076,170.05,0,0,0.04,4,90,11381562,2007
En Iniya Pon Nilave (Version),Mohammed Rafi,/artist/mohammad-rafi,03:04,Tamil,01-08-2004,0.19,0.686,0.465,0.931,-9.827,0.049,120.012,1,7,0.024,4,69,8802177,2004
Yaarukku Yaar Sondam,K J Yesudas,/artist/k-j-yesudas,03:24,Tamil,04-04-2023,0.12,0.184,0.203,0.424,-10.654,0.024,196.088,1,7,0.07,4,78,3260354,2023
Kaakki Siraginiley,K J Yesudas,/artist/k-j-yesudas,02:43,Tamil,01-04-2003,0.43,0.24,0.344,0.35,-11.984,0.058,127.528,1,1,0.092,4,47,930990,2003
Solla Solla,P. Susheela,/artist/p-suseela-2,03:23,Tamil,12-05-2005,0.71,0.08,0.431,0.905,-6.509,0.0431,138.024,1,6,0.09,4,53,10552408,2005
Nadhiyoram,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,04:29,Tamil,02-02-2004,0.32,0.211,0.016,0.664,-8.336,0.075,148.006,1,0,0.0959,4,47,8061684,2004
Nee Engey Enn,T M S Selvakumar,/artist/t-m-s-selvakumar,02:22,Tamil,05-10-2022,0.79,0.56,0.23,0.5,-8.392,0.0932,130.04,1,1,0.04,4,92,512831,2022
Oh Kathal Ennai,S. P. Balasubrahmanyam|K. S. Chithra,/artist/s-p-balasubrahamanyam|/artist/chitra,04:16,Tamil,04-02-2008,0.39,0.97,0.395,0.94,-2.67,0.03,147.884,1,1,0.0037,4,48,4460334,2008
Mellla Nada Mella Nada,T.M. Soundararajan,/artist/tm-soundararajan,03:13,Tamil,03-12-2001,0.4,0.02,0.335,0.78,-2.905,0.0749,188.422,1,7,0.02,4,72,8163707,2001
Deiveega Raagam,Jency,/artist/jency,04:22,Tamil,05-12-2003,0.97,0.283,0.94,0.408,-11.065,0.0308,144.994,1,11,0.01,4,29,2767476,2003
Marainthirunthu,P. Susheela,/artist/p-suseela-2,05:13,Tamil,12-04-2008,1.0,0.06,0.357,0.25,-7.111,0.1,140.036,1,3,0.03,4,55,10854432,2008
Nilave Ennidam,P.B. Sreenivas,/artist/pb-sreenivas,04:04,Tamil,09-01-2009,0.59,0.77,0.83,0.41,-3.355,0.0218,196.043,0,3,0.0228,4,92,378824,2009
Pasumai Niraintha,T.M. Soundararajan|P. Susheela,/artist/tm-soundararajan|/artist/p-suseela-2,03:46,Tamil,05-09-2007,0.51,0.42,0.513,0.94,-7.694,0.06,139.913,0,6,0.095,4,97,8621809,2007
Naane Naana.,Vani Jairam,/artist/vani-jayaram,04:27,Tamil,03-10-2007,0.54,0.75,0.71,0.99,-4.27,0.02,154.962,0,11,0.0204,4,56,8418860,2007
Maallai Nera Thedral,P. Susheela|S. P. Balasubrahmanyam,/artist/p-suseela-2|/artist/s-p-balasubrahamanyam,04:34,Tamil,02-09-2020,0.79,0.28,0.589,0.57,-8.346,0.0712,140.071,0,5,0.05,4,71,6973425,2020
Oru Kinnathai,T.M. Soundararajan|B. Vasantha,/artist/tm-soundararajan|/artist/b-vasantha-1,03:18,Tamil,05-04-2021,0.2,0.89,0.753,0.79,-5.844,0.07,149.962,1,0,0.0413,4,73,4398417,2021
Aval Oru Navarasa,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,03:33,Tamil,04-08-2001,0.11,0.766,0.627,0.454,-10.079,0.02,126.056,0,0,0.0402,4,29,389368,2001
Daddy Daddy,S. Janaki|Malaysia Vasudevan,/artist/s-janaki|/artist/malaysia-vasudevan,04:03,Tamil,11-10-2007,0.98,0.05,0.213,0.93,-3.325,0.034,143.974,0,2,0.0751,4,50,1635714,2007
Unnai Solli Kutramillai,T.M. Soundararajan,/artist/tm-soundararajan,03:32,Tamil,11-05-2009,0.24,0.079,0.088,0.897,-9.356,0.06,127.049,1,10,0.02,4,71,11352704,2009
Thol Kanden,P.B. Sreenivas|P Suhseela,/artist/pb-sreenivas|/artist/p-suhseela,04:20,Tamil,05-11-2021,0.32,0.43,0.337,0.71,-5.068,0.019,135.018,1,7,0.0413,4,43,7476753,2021
Ponnai Virumbum,T.M. Soundararajan,/artist/tm-soundararajan,04:01,Tamil,08-06-2020,0.53,0.678,0.911,0.937,-4.642,0.06,189.88,1,11,0.0099,4,30,4910913,2020
Un Vizhiyum,T.M. Soundararajan|L.R. Eswari,/artist/tm-soundararajan|/artist/lr-eswari-2,03:18,Tamil,09-04-2007,0.26,0.188,0.404,0.517,-12.396,0.03,164.988,1,8,0.06,4,30,7115400,2007
Kallelaam Maanikka,T.M. Soundararajan|L.R. Eswari,/artist/tm-soundararajan|/artist/lr-eswari-2,05:04,Tamil,10-05-2022,0.44,0.48,0.542,0.55,-8.912,0.02,160.011,1,7,0.0043,4,70,3101589,2022
Raja Embaar,S. Janaki|S. P. Balasubrahmanyam,/artist/s-janaki|/artist/s-p-balasubrahamanyam,04:32,Tamil,05-03-2003,0.15,0.99,0.706,0.596,-10.571,0.06,199.95,0,11,0.001,4,41,4319211,2003
Naayagan Avan,K J Yesudas|S. Janaki,/artist/k-j-yesudas|/artist/s-janaki,04:13,Tamil,12-06-2002,0.07,0.25,0.109,0.55,-6.529,0.021,171.945,1,8,0.03,4,38,5083436,2002
Iru Paravaigal,Jency,/artist/jency,04:03,Tamil,07-01-2021,0.85,0.726,0.349,0.35,-2.245,0.02,152.927,0,1,0.079,4,25,2148988,2021
Samsaram Enbathu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:27,Tamil,07-04-2005,0.2,0.53,0.753,0.65,-8.126,0.09,176.052,0,6,0.055,4,94,5250964,2005
Unnidathil,S. Janaki,/artist/s-janaki,03:38,Tamil,11-03-2021,0.23,0.653,0.46,0.531,-13.214,0.03,192.008,0,10,0.0224,4,25,7311384,2021
Vaazha Ninaiththaal,P. Susheela,/artist/p-suseela-2,02:11,Tamil,08-01-2023,0.07,0.32,0.895,0.03,-13.805,0.0,155.978,1,9,0.0309,4,41,8067640,2023
Thakita Thadhimi,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:09,Tamil,06-12-2021,0.99,0.381,0.885,0.553,-6.396,0.0232,110.035,0,4,0.021,4,95,1636026,2021
Kel Vigaley Nee Kettkirayae - Story And Dialogues,Sivaji Ganesan|Savitri|Nagesh|K. R. Vijaya|R. Muthuraman|K. B. Sundarambal,/artist/sivaji-ganesan|/artist/savitri|/artist/nagesh|/artist/k-r-vijaya-1|/artist/r-muthuraman|/artist/k-b-sundarambal-1,07:05,Tamil,03-11-2009,0.62,0.03,0.659,0.7,-12.174,0.0802,130.008,0,8,0.09,4,51,2007447,2009
Malargale,Malaysia Vasudevan|S. Janaki,/artist/malaysia-vasudevan|/artist/s-janaki,04:03,Tamil,03-01-2009,0.57,0.472,0.427,0.111,-7.629,0.0008,164.116,1,2,0.07,4,25,2505402,2009
Mama Unnakku Oru Thoodu,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:10,Tamil,09-06-2020,0.65,0.43,0.542,0.6,-9.133,0.048,140.038,1,8,0.0577,4,61,7915867,2020
Neela Vaanam Odaiyil,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,04:35,Tamil,06-11-2005,0.06,0.004,0.542,0.201,-13.478,0.0,139.971,1,1,0.023,4,58,8993434,2005
Naan Oru,T.M. Soundararajan,/artist/tm-soundararajan,04:24,Tamil,05-01-2020,0.37,0.138,0.076,0.036,-5.577,0.0,180.297,0,11,0.09,4,36,468811,2020
Ullam Enbathu,T.M. Soundararajan,/artist/tm-soundararajan,03:25,Tamil,02-12-2020,0.08,0.28,0.621,0.17,-10.975,0.0899,154.928,1,2,0.034,4,94,398053,2020
En Maapillaikku,T M S Selvakumar,/artist/t-m-s-selvakumar,03:30,Tamil,05-01-2006,0.29,0.89,0.267,0.8,-4.01,0.056,163.935,0,5,0.0995,4,27,7886568,2006
Yezhu Swarangalukkul,Vani Jairam,/artist/vani-jayaram,06:09,Tamil,03-08-2008,0.4,0.955,0.232,0.198,-9.301,0.09,161.464,1,7,0.032,4,66,6264204,2008
Raththiri Neraththu,B.S. Sasirekha,/artist/bs-sasirekha-1,04:47,Tamil,12-08-2020,0.62,0.86,0.544,0.71,-2.479,0.03,139.97,0,4,0.001,4,100,1895360,2020
Ninaivo Oru.,Pradeep|Sowmya,/artist/pradeep|/artist/sowmya,06:03,Tamil,01-03-2005,0.36,0.11,0.45,0.436,-8.108,0.0762,180.046,1,1,0.05,4,77,4202244,2005
En Kathai,T.M. Soundararajan,/artist/tm-soundararajan,03:24,Tamil,11-04-2004,0.25,0.735,0.421,0.269,-7.216,0.07,183.682,1,8,0.09,4,66,3058231,2004
Elanthapazham,L.R. Eswari,/artist/lr-eswari-2,03:46,Tamil,11-02-2009,0.5,0.954,0.046,0.678,-2.879,0.0231,120.148,0,5,0.0696,4,96,5005795,2009
Devalogam Azhaiththaalum,S. Janaki,/artist/s-janaki,05:36,Tamil,02-03-2020,0.91,0.24,0.966,0.29,-6.864,0.0146,200.028,1,1,0.0754,4,88,8006797,2020
Paalum Pazhamum,T.M. Soundararajan,/artist/tm-soundararajan,03:29,Tamil,06-02-2004,0.56,0.9,0.758,0.28,-10.737,0.072,109.977,0,6,0.045,4,97,9006686,2004
Vasanthakala Nadhigalile,S. Janaki|P. Jayachandran,/artist/s-janaki|/artist/p-jayachandran-1,03:21,Tamil,09-04-2007,0.26,0.099,0.765,0.196,-3.134,0.095,148.023,1,2,0.027,4,58,3076072,2007
Oru Naal Pothuma,M. Balamuralikrishna,/artist/m-balamuralikrishna-1,05:44,Tamil,02-05-2021,0.95,0.52,0.913,0.97,-12.621,0.02,124.942,1,1,0.1,4,82,8053704,2021
Kattruvaanga Ponen,T.M. Soundararajan,/artist/tm-soundararajan,03:24,Tamil,06-03-2002,0.67,0.778,0.211,0.193,-11.354,0.09,171.993,0,8,0.045,4,67,1183965,2002
